vz,cm,ex
18.59411546101032,0.8572793278188667,0.0
52.52906610737298,2.1194850338102054,0.0
57.23927477608613,1.4596781181816607,0.0
80.90800040928208,2.2270225028982473,0.0
54.03461822654611,2.2457796552986604,0.0
59.026950723454995,0.40944346475939936,0.0
37.33722073927538,2.081657630959558,0.0
3.1818117123289857,3.0203911721551164,0.0
29.55061571367088,3.011454361391265,0.0
49.577081540997305,2.0537607356876637,0.0
42.477454480050504,1.6525001405501343,0.0
16.674521172399515,2.7540330354291074,0.0
19.114319610852736,0.348942235672583,0.0
45.394015511396866,1.6042179788092255,0.0
9.117971936610381,2.8100569533796356,0.0
80.02487025098398,0.8862958526205746,0.0
84.47937225353725,2.7397301444886826,0.0
59.254451687413656,0.6149764881722861,0.0
58.330569189966276,1.4319714650373767,0.0
69.79221296061905,0.9018716240432371,0.0
59.106477923075275,2.363754867960855,0.0
38.93646189177774,0.43909299330625,0.0
32.06071909659324,2.6469776395336204,0.0
17.934612825199636,2.5987594623681995,0.0
13.99777573318145,2.6606309225511175,0.0
8.496096671578579,2.7558048117128116,0.0
76.40737403233635,2.620518836540808,0.0
47.31114791290809,1.667004243301265,0.0
15.167999573902492,2.880178533689723,0.0
56.25030094218603,1.0043790223803304,0.0
61.483991946730534,0.14610035758160012,0.0
9.976170605031143,0.13782390391790109,0.0
54.35578483560547,2.934205273249355,0.0
25.294010335798113,0.5791084011008548,0.0
47.27376197470733,0.09596414354667104,0.0
51.122150379084545,2.018152121624519,0.0
44.71765355739164,0.38982421928681105,0.0
48.99965075962908,1.0670150682591077,0.0
74.68446474536715,2.6771384327685697,0.0
90.38767216562651,0.795507223501001,0.0
19.089510509536435,0.82893450394744,0.0
18.10907635953578,0.40088471820511523,0.0
80.14416216059736,1.6391687788509577,0.0
7.423184366643543,0.2402691552132187,0.0
29.198370979157183,0.4484032462758171,0.0
59.52619756557171,2.123172241769381,0.0
3.773000004480087,2.672488544308402,0.0
46.3298056954033,1.723427360618545,0.0
65.93084672858782,1.9428608759443728,0.0
49.364563540393235,1.948870232955237,0.0
49.9755371667918,0.7722493000656622,0.0
77.69868100579153,2.8526135321204813,0.0
58.63522191956528,2.0391128337800835,0.0
